ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0070198	protein localization to chromosome, telomeric region	3/119	24/17911	0.000522696379157233	0.108528094938487	0.0987034463440559	XRCC5/TCP1/CCT8	3
GO:0034622	cellular protein-containing complex assembly	4/119	59/17911	0.000635936922811618	0.108528094938487	0.0987034463440559	PPM1A/EIF2AK2/DNAJB14/DNAJB12	4
GO:0042254	ribosome biogenesis	6/119	161/17911	0.000722614066004215	0.108528094938487	0.0987034463440559	PA2G4/GLUL/RPL14/RBFA/MTG2/RCL1	6
GO:0007584	response to nutrient	4/119	62/17911	0.000767629190021641	0.108528094938487	0.0987034463440559	ARSB/AKR1C3/POR/ACSL4	4
GO:0010833	telomere maintenance via telomere lengthening	4/119	66/17911	0.000971742179906066	0.108528094938487	0.0987034463440559	XRCC5/TCP1/HNRNPA2B1/CCT8	4
GO:0070925	organelle assembly	8/119	313/17911	0.00116516625737992	0.108528094938487	0.0987034463440559	SH3GLB1/ERAL1/TUBB4B/FSCN1/CLASP1/ATXN2L/TNPO1/NDE1	8
GO:0032212	positive regulation of telomere maintenance via telomerase	3/119	34/17911	0.00147243145497666	0.108528094938487	0.0987034463440559	XRCC5/TCP1/CCT8	3
GO:0043312	neutrophil degranulation	10/119	485/17911	0.0014772822282814	0.108528094938487	0.0987034463440559	SERPINA1/ARSB/PA2G4/STBD1/XRCC5/VCL/SERPINB1/PSMC2/CCT8/TUBB4B	10
GO:0002446	neutrophil mediated immunity	10/119	489/17911	0.00156986550488504	0.108528094938487	0.0987034463440559	SERPINA1/ARSB/PA2G4/STBD1/XRCC5/VCL/SERPINB1/PSMC2/CCT8/TUBB4B	10
GO:0002444	myeloid leukocyte mediated immunity	10/119	495/17911	0.00171754856830531	0.108528094938487	0.0987034463440559	SERPINA1/ARSB/PA2G4/STBD1/XRCC5/VCL/SERPINB1/PSMC2/CCT8/TUBB4B	10
GO:0090136	epithelial cell-cell adhesion	2/119	10/17911	0.00190233893348741	0.108528094938487	0.0987034463440559	VCL/CAMSAP3	2
GO:1904851	positive regulation of establishment of protein localization to telomere	2/119	10/17911	0.00190233893348741	0.108528094938487	0.0987034463440559	TCP1/CCT8	2
